ticket_id,customer_id,subject,description,category,priority,channel,status,created_at
980,3845,Card was charged twice,"I tried to pay for my order, but the payment failed even though my card details are correct. This is affecting my work.",Payment Issues,High,chat,open,2026-05-03T14:53:31.804691+00:00
981,7947,Application keeps crashing,Our API integration started failing with timeout errors after the latest update. I have already contacted support once.,Technical Support,Medium,chat,resolved,2026-04-15T09:39:31.804691+00:00
982,5454,Account locked after many attempts,My account is locked because I entered the wrong password several times. This issue is blocking my team.,Login Problems,Medium,web_portal,open,2025-12-24T11:08:31.804691+00:00
983,8101,Remove old phone number,My old phone number is still attached to the account and I want to remove it. This is affecting my work.,Account Management,Low,chat,in_progress,2026-02-16T00:46:31.804691+00:00
984,9801,Unable to complete payment,"The transaction was deducted from my bank account, but the payment status still says pending.",Payment Issues,High,chat,resolved,2026-03-19T21:42:31.804691+00:00
985,7146,Upgrade monthly plan,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,web_portal,open,2026-02-08T08:20:31.804691+00:00
986,1210,Change company profile details,My old phone number is still attached to the account and I want to remove it. This is affecting my work.,Account Management,Low,phone,in_progress,2026-04-17T17:52:31.804691+00:00
987,2167,Cancel purchase and refund,I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,Refund Requests,Medium,web_portal,open,2026-03-17T20:08:31.804691+00:00
988,6711,Unable to complete payment,I cannot add a new payment method because the checkout page keeps rejecting my card. This is affecting my work.,Payment Issues,Medium,web_portal,resolved,2026-02-13T09:18:31.804691+00:00
989,8827,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,Subscription Issues,High,email,in_progress,2026-04-02T09:44:31.804691+00:00
990,5166,Cancel my subscription,Please help me upgrade from the basic plan to the premium plan. Please resolve this as soon as possible.,Subscription Issues,Medium,chat,resolved,2025-12-12T12:59:31.804691+00:00
991,7515,Dashboard page is loading slowly,The application crashes every time I open the reports page.,Technical Support,High,email,resolved,2025-12-22T04:53:31.804691+00:00
992,9735,Two factor authentication problem,The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,Login Problems,Medium,web_portal,resolved,2026-03-19T00:55:31.804691+00:00
993,5407,Remove old phone number,I want to update the email address linked to my customer account.,Account Management,Medium,chat,resolved,2026-03-08T13:08:31.804691+00:00
994,2144,Money back for failed service,"I was charged for an order that I cancelled, so I need a refund. This is affecting my work.",Refund Requests,High,web_portal,resolved,2026-06-04T14:42:31.804691+00:00
995,4244,Money back for failed service,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,Medium,web_portal,open,2026-04-18T13:25:31.804691+00:00
996,1966,Application keeps crashing,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,High,chat,open,2026-04-18T11:09:31.804691+00:00
997,2307,Remove old phone number,My old phone number is still attached to the account and I want to remove it. This issue is blocking my team.,Account Management,Low,phone,open,2025-12-24T12:20:31.804691+00:00
998,8829,Request refund for duplicate payment,The service did not work as promised and I would like my money back.,Refund Requests,Medium,web_portal,resolved,2026-01-06T10:00:31.804691+00:00
999,1685,Payment failed during checkout,"I tried to pay for my order, but the payment failed even though my card details are correct. Please resolve this as soon as possible.",Payment Issues,High,email,open,2026-06-02T19:18:31.804691+00:00
1000,8753,Application keeps crashing,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,Medium,phone,resolved,2026-03-28T01:25:31.804691+00:00
1001,7528,Money back for failed service,The service did not work as promised and I would like my money back. Please resolve this as soon as possible.,Refund Requests,High,web_portal,resolved,2026-04-04T05:41:31.804691+00:00
1002,3275,Invoice amount looks incorrect,The invoice shows a higher amount than expected for my monthly plan.,Payment Issues,Low,email,resolved,2025-12-08T04:18:31.804691+00:00
1003,8785,Bank transaction succeeded but order failed,The invoice shows a higher amount than expected for my monthly plan. This is affecting my work.,Payment Issues,Medium,web_portal,resolved,2025-12-27T18:35:31.804691+00:00
1004,8279,Cannot login to my account,My account is locked because I entered the wrong password several times.,Login Problems,Medium,chat,resolved,2026-05-24T06:54:31.804691+00:00
1005,2645,Cancel purchase and refund,"My refund request was approved last week, but the amount has not reached my bank account.",Refund Requests,Medium,web_portal,in_progress,2026-02-02T19:32:31.804691+00:00
1006,3094,Dashboard page is loading slowly,The dashboard takes a very long time to load and sometimes shows a server error. This issue is blocking my team.,Technical Support,High,web_portal,open,2026-01-26T16:55:31.804691+00:00
1007,9858,Update billing contact,My old phone number is still attached to the account and I want to remove it. This is affecting my work.,Account Management,Medium,chat,open,2026-05-06T01:33:31.804691+00:00
1008,6349,Password reset link not working,I cannot login even after entering the correct email address and password.,Login Problems,Medium,web_portal,in_progress,2026-05-28T12:32:31.804691+00:00
1009,9060,Account locked after many attempts,The two factor authentication code is not arriving on my phone.,Login Problems,High,email,resolved,2026-01-18T20:23:31.804691+00:00
1010,7252,Change company profile details,The billing contact has changed and I need the account details updated. This issue is blocking my team.,Account Management,Low,web_portal,open,2026-03-09T05:08:31.804691+00:00
1011,4082,Account locked after many attempts,I cannot login even after entering the correct email address and password. Please resolve this as soon as possible.,Login Problems,Low,email,resolved,2026-05-13T06:24:31.804691+00:00
1012,2013,Change company profile details,I need to invite a new teammate and assign account access permissions. I have already contacted support once.,Account Management,Medium,chat,in_progress,2026-06-04T07:24:31.804691+00:00
1013,4639,Money back for failed service,The service did not work as promised and I would like my money back. This is affecting my work.,Refund Requests,Medium,email,in_progress,2025-12-31T21:51:31.804691+00:00
1014,9189,Bank transaction succeeded but order failed,"The transaction was deducted from my bank account, but the payment status still says pending. Please resolve this as soon as possible.",Payment Issues,Low,web_portal,open,2026-03-21T10:32:31.804691+00:00
1015,3022,Error while uploading file,The dashboard takes a very long time to load and sometimes shows a server error.,Technical Support,Medium,phone,resolved,2026-03-17T00:52:31.804691+00:00
1016,6458,API integration is failing,The dashboard takes a very long time to load and sometimes shows a server error. I have already contacted support once.,Technical Support,Medium,chat,resolved,2026-02-28T16:00:31.804691+00:00
1017,3608,Password reset link not working,I cannot login even after entering the correct email address and password. This is affecting my work.,Login Problems,High,email,resolved,2026-02-24T07:48:31.804691+00:00
1018,2176,Money back for failed service,I cancelled the subscription within the trial period but have still been charged. I have already contacted support once.,Refund Requests,High,phone,in_progress,2026-02-24T04:40:31.804691+00:00
1019,1886,Upgrade monthly plan,The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,Subscription Issues,Low,phone,in_progress,2026-03-13T22:12:31.804691+00:00
1020,3372,Upgrade monthly plan,The free trial expired earlier than expected and I cannot access premium features. This is affecting my work.,Subscription Issues,Medium,chat,open,2026-02-01T08:04:31.804691+00:00
1021,3418,Upgrade monthly plan,I want to cancel my monthly subscription before the next billing cycle. Please resolve this as soon as possible.,Subscription Issues,Medium,web_portal,in_progress,2026-01-08T14:32:31.804691+00:00
1022,1859,Upgrade monthly plan,I want to cancel my monthly subscription before the next billing cycle.,Subscription Issues,Medium,email,resolved,2026-02-03T11:53:31.804691+00:00
1023,5014,Subscription renewal problem,The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,Subscription Issues,High,email,open,2025-12-26T04:13:31.804691+00:00
1024,7150,Two factor authentication problem,The two factor authentication code is not arriving on my phone. Please resolve this as soon as possible.,Login Problems,High,email,in_progress,2026-04-20T19:44:31.804691+00:00
1025,2353,Plan changed without confirmation,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,email,in_progress,2026-05-05T14:02:31.804691+00:00
1026,5484,Trial period expired early,Please help me upgrade from the basic plan to the premium plan.,Subscription Issues,Medium,email,resolved,2026-01-09T01:38:31.804691+00:00
1027,6328,Two factor authentication problem,The two factor authentication code is not arriving on my phone. I have already contacted support once.,Login Problems,Medium,email,resolved,2026-05-03T14:37:31.804691+00:00
1028,9004,Dashboard page is loading slowly,Our API integration started failing with timeout errors after the latest update.,Technical Support,Medium,email,resolved,2026-01-17T23:55:31.804691+00:00
1029,3948,Feature not working after update,The application crashes every time I open the reports page. This is affecting my work.,Technical Support,High,email,resolved,2026-05-05T11:50:31.804691+00:00
1030,3641,Money back for failed service,"I was charged for an order that I cancelled, so I need a refund.",Refund Requests,Medium,email,resolved,2026-04-12T19:44:31.804691+00:00
1031,3811,Update account email address,I want to update the email address linked to my customer account.,Account Management,Low,web_portal,resolved,2026-03-02T23:26:31.804691+00:00
1032,9750,Card was charged twice,The invoice shows a higher amount than expected for my monthly plan.,Payment Issues,High,web_portal,open,2026-01-23T08:00:31.804691+00:00
1033,9818,API integration is failing,I am getting an error while uploading a CSV file to the platform. This issue is blocking my team.,Technical Support,High,chat,resolved,2026-03-05T21:19:31.804691+00:00
1034,3198,Payment failed during checkout,My credit card was charged two times for the same subscription renewal.,Payment Issues,Medium,chat,resolved,2026-03-20T10:40:31.804691+00:00
1035,5270,Add another team member,Please help me change the company name and profile information in my account. This issue is blocking my team.,Account Management,Low,web_portal,resolved,2026-01-15T09:18:31.804691+00:00
1036,3346,Two factor authentication problem,The two factor authentication code is not arriving on my phone.,Login Problems,High,chat,open,2025-12-13T03:29:31.804691+00:00
1037,3687,Subscription renewal problem,Please help me upgrade from the basic plan to the premium plan. Please resolve this as soon as possible.,Subscription Issues,Medium,web_portal,open,2025-12-21T00:33:31.804691+00:00
1038,5425,Remove old phone number,My old phone number is still attached to the account and I want to remove it.,Account Management,High,email,resolved,2026-04-02T15:22:31.804691+00:00
1039,6464,Bank transaction succeeded but order failed,"The transaction was deducted from my bank account, but the payment status still says pending.",Payment Issues,Medium,phone,open,2026-05-13T05:37:31.804691+00:00
1040,2720,Account locked after many attempts,I cannot login even after entering the correct email address and password.,Login Problems,Medium,email,open,2026-04-09T05:05:31.804691+00:00
1041,5620,Error while uploading file,The export feature is not working and the downloaded file is empty. I have already contacted support once.,Technical Support,Low,phone,resolved,2026-03-06T18:06:31.804691+00:00
1042,6655,Payment failed during checkout,My credit card was charged two times for the same subscription renewal. Please resolve this as soon as possible.,Payment Issues,High,web_portal,in_progress,2026-02-25T11:50:31.804691+00:00
1043,3070,Dashboard page is loading slowly,I am getting an error while uploading a CSV file to the platform.,Technical Support,High,chat,in_progress,2026-04-25T19:34:31.804691+00:00
1044,7852,Error while uploading file,The application crashes every time I open the reports page. Please resolve this as soon as possible.,Technical Support,High,web_portal,open,2026-04-01T18:52:31.804691+00:00
1045,4748,Money back for failed service,I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,Refund Requests,Medium,phone,resolved,2026-02-15T00:14:31.804691+00:00
1046,2256,Invoice amount looks incorrect,"The transaction was deducted from my bank account, but the payment status still says pending. Please resolve this as soon as possible.",Payment Issues,High,chat,open,2025-12-24T15:18:31.804691+00:00
1047,1175,Unable to access dashboard,I cannot login even after entering the correct email address and password.,Login Problems,High,web_portal,resolved,2026-01-14T01:11:31.804691+00:00
1048,3042,Dashboard page is loading slowly,Our API integration started failing with timeout errors after the latest update. I have already contacted support once.,Technical Support,Medium,web_portal,open,2025-12-12T23:50:31.804691+00:00
1049,9652,Dashboard page is loading slowly,The application crashes every time I open the reports page. I have already contacted support once.,Technical Support,High,email,resolved,2026-03-08T09:40:31.804691+00:00
1050,9416,Refund needed for cancelled order,"My refund request was approved last week, but the amount has not reached my bank account. This is affecting my work.",Refund Requests,Medium,phone,open,2026-03-03T13:27:31.804691+00:00
1051,5092,Cancel purchase and refund,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,Medium,email,in_progress,2026-05-07T06:28:31.804691+00:00
1052,7449,Remove old phone number,I need to invite a new teammate and assign account access permissions. Please resolve this as soon as possible.,Account Management,Low,chat,in_progress,2025-12-24T22:36:31.804691+00:00
1053,6828,Trial period expired early,I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,Subscription Issues,High,email,resolved,2026-01-31T16:03:31.804691+00:00
1054,7587,Money back for failed service,The service did not work as promised and I would like my money back. Please resolve this as soon as possible.,Refund Requests,Medium,phone,open,2026-03-07T11:39:31.804691+00:00
1055,7729,Unable to complete payment,"The transaction was deducted from my bank account, but the payment status still says pending. This is affecting my work.",Payment Issues,Low,email,in_progress,2026-01-24T12:46:31.804691+00:00
1056,6971,Card was charged twice,The invoice shows a higher amount than expected for my monthly plan. This is affecting my work.,Payment Issues,Medium,web_portal,open,2026-03-01T07:48:31.804691+00:00
1057,3291,Error while uploading file,The application crashes every time I open the reports page. I have already contacted support once.,Technical Support,High,phone,resolved,2026-02-12T12:29:31.804691+00:00
1058,3190,Request refund for duplicate payment,The service did not work as promised and I would like my money back. This is affecting my work.,Refund Requests,Medium,web_portal,in_progress,2026-03-24T16:38:31.804691+00:00
1059,5354,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle. This is affecting my work.,Subscription Issues,Medium,email,in_progress,2026-02-01T19:18:31.804691+00:00
1060,7370,Refund status not updated,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,Medium,chat,open,2026-02-22T00:53:31.804691+00:00
1061,4874,Payment failed during checkout,My credit card was charged two times for the same subscription renewal. This is affecting my work.,Payment Issues,Medium,email,resolved,2026-05-31T18:39:31.804691+00:00
1062,8961,Remove old phone number,The billing contact has changed and I need the account details updated.,Account Management,Low,email,in_progress,2026-03-22T08:23:31.804691+00:00
1063,5317,Unable to access dashboard,The password reset email link has expired and I cannot generate a new one. This issue is blocking my team.,Login Problems,Medium,chat,resolved,2026-03-25T14:05:31.804691+00:00
1064,3968,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged.,Refund Requests,High,chat,resolved,2026-01-26T21:09:31.804691+00:00
1065,4148,Upgrade monthly plan,Please help me upgrade from the basic plan to the premium plan.,Subscription Issues,Low,chat,in_progress,2026-05-26T08:40:31.804691+00:00
1066,9601,Bank transaction succeeded but order failed,My credit card was charged two times for the same subscription renewal.,Payment Issues,High,phone,resolved,2026-02-27T04:06:31.804691+00:00
1067,7997,Upgrade monthly plan,Please help me upgrade from the basic plan to the premium plan. Please resolve this as soon as possible.,Subscription Issues,Medium,email,in_progress,2026-05-20T00:36:31.804691+00:00
1068,6240,Invoice amount looks incorrect,The invoice shows a higher amount than expected for my monthly plan. Please resolve this as soon as possible.,Payment Issues,High,email,open,2026-02-17T09:35:31.804691+00:00
1069,2650,Payment failed during checkout,"I tried to pay for my order, but the payment failed even though my card details are correct. Please resolve this as soon as possible.",Payment Issues,Medium,web_portal,open,2026-02-04T08:27:31.804691+00:00
1070,1223,Remove old phone number,I need to invite a new teammate and assign account access permissions. Please resolve this as soon as possible.,Account Management,Low,chat,in_progress,2026-05-10T19:10:31.804691+00:00
1071,5521,Add another team member,The billing contact has changed and I need the account details updated. This issue is blocking my team.,Account Management,Medium,chat,resolved,2026-04-04T19:49:31.804691+00:00
1072,1672,Request refund for duplicate payment,"I was charged for an order that I cancelled, so I need a refund. This is affecting my work.",Refund Requests,High,chat,open,2026-01-01T13:54:31.804691+00:00
1073,5939,Plan changed without confirmation,I want to cancel my monthly subscription before the next billing cycle.,Subscription Issues,High,web_portal,open,2025-12-28T06:18:31.804691+00:00
1074,6690,Dashboard page is loading slowly,The application crashes every time I open the reports page. This is affecting my work.,Technical Support,Medium,phone,in_progress,2026-01-15T09:23:31.804691+00:00
1075,1358,Cancel my subscription,My plan seems to have changed without my confirmation.,Subscription Issues,Medium,chat,resolved,2026-01-21T00:49:31.804691+00:00
1076,4116,Change company profile details,I need to invite a new teammate and assign account access permissions.,Account Management,High,web_portal,in_progress,2026-05-19T18:20:31.804691+00:00
1077,7393,Trial period expired early,The free trial expired earlier than expected and I cannot access premium features.,Subscription Issues,Low,web_portal,resolved,2026-01-25T04:54:31.805691+00:00
1078,1145,Change company profile details,Please help me change the company name and profile information in my account.,Account Management,Low,web_portal,resolved,2026-04-09T21:48:31.805691+00:00
1079,2951,Trial period expired early,My subscription renewal failed even though my payment method is active. Please resolve this as soon as possible.,Subscription Issues,High,chat,open,2026-03-21T08:51:31.805691+00:00
1080,3178,Bank transaction succeeded but order failed,My credit card was charged two times for the same subscription renewal. Please resolve this as soon as possible.,Payment Issues,Low,phone,open,2026-04-28T08:32:31.805691+00:00
1081,7047,Upgrade monthly plan,Please help me upgrade from the basic plan to the premium plan. This issue is blocking my team.,Subscription Issues,Low,phone,open,2025-12-20T06:09:31.805691+00:00
1082,6318,Trial period expired early,My subscription renewal failed even though my payment method is active. This is affecting my work.,Subscription Issues,Medium,email,resolved,2025-12-30T07:57:31.805691+00:00
1083,2743,Invoice amount looks incorrect,My credit card was charged two times for the same subscription renewal. Please resolve this as soon as possible.,Payment Issues,Medium,web_portal,resolved,2026-05-30T23:40:31.805691+00:00
1084,5403,Update billing contact,The billing contact has changed and I need the account details updated. This is affecting my work.,Account Management,Medium,chat,resolved,2026-04-09T06:56:31.805691+00:00
1085,3430,Plan changed without confirmation,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,Low,web_portal,open,2026-02-13T05:26:31.805691+00:00
1086,9036,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,High,chat,resolved,2026-04-20T11:34:31.805691+00:00
1087,4077,Update account email address,I need to invite a new teammate and assign account access permissions. This is affecting my work.,Account Management,Medium,email,open,2026-02-23T18:33:31.805691+00:00
1088,9630,Unable to complete payment,My credit card was charged two times for the same subscription renewal. I have already contacted support once.,Payment Issues,High,chat,resolved,2026-02-21T14:35:31.805691+00:00
1089,1716,Bank transaction succeeded but order failed,"I tried to pay for my order, but the payment failed even though my card details are correct. I have already contacted support once.",Payment Issues,Medium,chat,open,2026-05-07T17:33:31.805691+00:00
1090,9886,Invoice amount looks incorrect,My credit card was charged two times for the same subscription renewal. This issue is blocking my team.,Payment Issues,Low,phone,resolved,2026-06-02T14:23:31.805691+00:00
1091,6036,Card was charged twice,My credit card was charged two times for the same subscription renewal. I have already contacted support once.,Payment Issues,High,phone,in_progress,2026-02-11T12:26:31.805691+00:00
1092,3016,Password reset link not working,I cannot login even after entering the correct email address and password. This issue is blocking my team.,Login Problems,High,email,open,2025-12-25T23:27:31.805691+00:00
1093,1019,Bank transaction succeeded but order failed,The invoice shows a higher amount than expected for my monthly plan.,Payment Issues,Medium,chat,open,2026-02-18T13:10:31.805691+00:00
1094,7303,Two factor authentication problem,The two factor authentication code is not arriving on my phone. This is affecting my work.,Login Problems,Medium,email,in_progress,2026-03-23T10:18:31.805691+00:00
1095,2249,Cannot login to my account,The password reset email link has expired and I cannot generate a new one.,Login Problems,High,phone,open,2026-03-24T05:49:31.805691+00:00
1096,6486,Update account email address,I want to update the email address linked to my customer account. This issue is blocking my team.,Account Management,Low,chat,resolved,2026-02-14T23:54:31.805691+00:00
1097,5441,Refund needed for cancelled order,The service did not work as promised and I would like my money back. This issue is blocking my team.,Refund Requests,High,web_portal,resolved,2026-03-07T14:28:31.805691+00:00
1098,3401,Add another team member,I want to update the email address linked to my customer account.,Account Management,Medium,phone,open,2026-04-26T19:37:31.805691+00:00
1099,3370,Cancel purchase and refund,I cancelled the subscription within the trial period but have still been charged.,Refund Requests,Medium,email,in_progress,2026-02-15T08:30:31.805691+00:00
1100,7782,Password reset link not working,The two factor authentication code is not arriving on my phone. Please resolve this as soon as possible.,Login Problems,Medium,phone,open,2026-02-16T01:35:31.805691+00:00
1101,9070,Upgrade monthly plan,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Medium,chat,in_progress,2026-01-17T23:47:31.805691+00:00
1102,2429,Bank transaction succeeded but order failed,"The transaction was deducted from my bank account, but the payment status still says pending. This issue is blocking my team.",Payment Issues,Medium,chat,in_progress,2025-12-09T10:31:31.805691+00:00
1103,1976,Card was charged twice,"I tried to pay for my order, but the payment failed even though my card details are correct. Please resolve this as soon as possible.",Payment Issues,Medium,phone,in_progress,2026-05-01T14:15:31.805691+00:00
1104,4973,Account locked after many attempts,The two factor authentication code is not arriving on my phone. This is affecting my work.,Login Problems,High,chat,open,2026-01-14T03:38:31.805691+00:00
1105,7958,Card was charged twice,"I tried to pay for my order, but the payment failed even though my card details are correct. This is affecting my work.",Payment Issues,Medium,phone,open,2026-05-28T18:15:31.805691+00:00
1106,1494,Cancel my subscription,The free trial expired earlier than expected and I cannot access premium features.,Subscription Issues,Medium,chat,in_progress,2026-01-03T12:37:31.805691+00:00
1107,3988,Cannot login to my account,The password reset email link has expired and I cannot generate a new one.,Login Problems,Low,web_portal,resolved,2026-02-18T12:54:31.805691+00:00
1108,1216,Unable to access dashboard,My account is locked because I entered the wrong password several times. I have already contacted support once.,Login Problems,Medium,phone,open,2026-03-10T02:51:31.805691+00:00
1109,1178,Cannot login to my account,I cannot login even after entering the correct email address and password. This issue is blocking my team.,Login Problems,High,web_portal,in_progress,2026-01-27T12:32:31.805691+00:00
1110,4724,Plan changed without confirmation,The free trial expired earlier than expected and I cannot access premium features. Please resolve this as soon as possible.,Subscription Issues,High,web_portal,open,2026-01-27T07:34:31.805691+00:00
1111,7560,Update account email address,The billing contact has changed and I need the account details updated. I have already contacted support once.,Account Management,High,email,open,2026-05-03T10:47:31.805691+00:00
1112,8821,Refund needed for cancelled order,"My refund request was approved last week, but the amount has not reached my bank account. This issue is blocking my team.",Refund Requests,High,phone,resolved,2025-12-09T02:01:31.805691+00:00
1113,7950,Plan changed without confirmation,My plan seems to have changed without my confirmation. This is affecting my work.,Subscription Issues,Low,chat,in_progress,2026-02-28T19:56:31.805691+00:00
1114,4924,Payment failed during checkout,"I tried to pay for my order, but the payment failed even though my card details are correct. Please resolve this as soon as possible.",Payment Issues,Medium,phone,open,2026-03-11T17:03:31.805691+00:00
1115,4305,Application keeps crashing,The application crashes every time I open the reports page. This is affecting my work.,Technical Support,Medium,email,open,2026-03-17T11:36:31.805691+00:00
1116,1787,Update account email address,The billing contact has changed and I need the account details updated. This issue is blocking my team.,Account Management,Low,phone,open,2026-02-01T16:27:31.805691+00:00
1117,6152,Update account email address,I need to invite a new teammate and assign account access permissions. Please resolve this as soon as possible.,Account Management,High,web_portal,resolved,2026-01-27T11:21:31.805691+00:00
1118,9227,Change company profile details,I want to update the email address linked to my customer account. Please resolve this as soon as possible.,Account Management,Low,chat,open,2026-01-27T14:34:31.805691+00:00
1119,3641,API integration is failing,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,High,chat,resolved,2026-05-26T08:06:31.805691+00:00
1120,3307,Request refund for duplicate payment,"I was charged for an order that I cancelled, so I need a refund. This is affecting my work.",Refund Requests,High,chat,resolved,2025-12-11T19:41:31.805691+00:00
1121,5765,Feature not working after update,The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,Technical Support,Medium,phone,resolved,2026-05-02T06:26:31.805691+00:00
1122,2228,Request refund for duplicate payment,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,Medium,chat,resolved,2025-12-29T21:18:31.805691+00:00
1123,2428,Plan changed without confirmation,I want to cancel my monthly subscription before the next billing cycle.,Subscription Issues,Low,web_portal,open,2026-03-16T23:20:31.805691+00:00
1124,6952,Money back for failed service,Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,Refund Requests,Medium,phone,open,2026-03-24T22:20:31.805691+00:00
1125,3301,Card was charged twice,"The transaction was deducted from my bank account, but the payment status still says pending. Please resolve this as soon as possible.",Payment Issues,High,email,resolved,2026-03-31T02:55:31.805691+00:00
1126,3113,Request refund for duplicate payment,The service did not work as promised and I would like my money back. Please resolve this as soon as possible.,Refund Requests,Medium,web_portal,in_progress,2025-12-27T18:47:31.805691+00:00
1127,8374,Feature not working after update,I am getting an error while uploading a CSV file to the platform. Please resolve this as soon as possible.,Technical Support,Low,phone,resolved,2026-02-19T00:44:31.805691+00:00
1128,3532,Bank transaction succeeded but order failed,"I tried to pay for my order, but the payment failed even though my card details are correct. This is affecting my work.",Payment Issues,Medium,email,in_progress,2026-01-12T17:44:31.805691+00:00
1129,8573,Refund needed for cancelled order,"My refund request was approved last week, but the amount has not reached my bank account. I have already contacted support once.",Refund Requests,High,email,in_progress,2026-04-08T04:45:31.805691+00:00
1130,7503,Cancel purchase and refund,"My refund request was approved last week, but the amount has not reached my bank account. I have already contacted support once.",Refund Requests,Medium,web_portal,open,2026-04-19T14:19:31.805691+00:00
1131,4483,Money back for failed service,"I was charged for an order that I cancelled, so I need a refund. Please resolve this as soon as possible.",Refund Requests,Medium,web_portal,open,2026-01-01T01:25:31.805691+00:00
1132,4497,Remove old phone number,I want to update the email address linked to my customer account. This issue is blocking my team.,Account Management,Low,phone,resolved,2026-02-04T13:02:31.805691+00:00
1133,8756,Bank transaction succeeded but order failed,"The transaction was deducted from my bank account, but the payment status still says pending.",Payment Issues,High,chat,open,2026-03-04T03:20:31.805691+00:00
1134,3322,Cannot login to my account,The two factor authentication code is not arriving on my phone. Please resolve this as soon as possible.,Login Problems,Medium,email,in_progress,2026-04-20T15:09:31.805691+00:00
1135,5250,Request refund for duplicate payment,The service did not work as promised and I would like my money back. I have already contacted support once.,Refund Requests,High,chat,open,2026-01-21T10:42:31.805691+00:00
1136,8890,Unable to complete payment,The invoice shows a higher amount than expected for my monthly plan. Please resolve this as soon as possible.,Payment Issues,Medium,web_portal,resolved,2026-03-07T03:42:31.805691+00:00
1137,1162,Upgrade monthly plan,My plan seems to have changed without my confirmation. Please resolve this as soon as possible.,Subscription Issues,High,chat,open,2026-01-09T04:44:31.805691+00:00
1138,3465,Trial period expired early,The free trial expired earlier than expected and I cannot access premium features. This is affecting my work.,Subscription Issues,Medium,web_portal,open,2026-03-15T17:31:31.805691+00:00
1139,3059,Money back for failed service,"I was charged for an order that I cancelled, so I need a refund. I have already contacted support once.",Refund Requests,Medium,web_portal,resolved,2026-06-04T02:38:31.805691+00:00
1140,9947,Application keeps crashing,The application crashes every time I open the reports page. This is affecting my work.,Technical Support,High,chat,resolved,2026-04-17T03:40:31.805691+00:00
1141,1235,Refund needed for cancelled order,The service did not work as promised and I would like my money back. This is affecting my work.,Refund Requests,High,phone,in_progress,2025-12-12T22:19:31.805691+00:00
1142,9177,Invoice amount looks incorrect,The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,Payment Issues,High,web_portal,in_progress,2026-05-03T18:08:31.805691+00:00
1143,3880,Money back for failed service,The service did not work as promised and I would like my money back. This issue is blocking my team.,Refund Requests,Medium,web_portal,in_progress,2026-03-11T14:08:31.805691+00:00
1144,5669,Change company profile details,The billing contact has changed and I need the account details updated. This issue is blocking my team.,Account Management,Low,web_portal,resolved,2026-02-13T04:59:31.805691+00:00
1145,1269,Update billing contact,I want to update the email address linked to my customer account.,Account Management,Medium,web_portal,open,2026-05-09T14:57:31.805691+00:00
1146,1534,Refund status not updated,"My refund request was approved last week, but the amount has not reached my bank account.",Refund Requests,High,phone,in_progress,2026-01-26T22:10:31.805691+00:00
1147,3038,Password reset link not working,The two factor authentication code is not arriving on my phone. This issue is blocking my team.,Login Problems,Medium,phone,in_progress,2026-04-15T01:59:31.805691+00:00
1148,5384,Cancel purchase and refund,"I was charged for an order that I cancelled, so I need a refund. Please resolve this as soon as possible.",Refund Requests,High,phone,in_progress,2026-01-26T08:20:31.805691+00:00
1149,7134,Refund needed for cancelled order,"I was charged for an order that I cancelled, so I need a refund. I have already contacted support once.",Refund Requests,Low,phone,in_progress,2026-05-29T12:46:31.805691+00:00
1150,7444,Unable to access dashboard,The two factor authentication code is not arriving on my phone. This is affecting my work.,Login Problems,Medium,email,resolved,2026-02-24T11:26:31.805691+00:00
1151,3595,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,Medium,web_portal,open,2026-03-15T00:21:31.805691+00:00
1152,5263,Card was charged twice,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,Medium,chat,in_progress,2026-02-23T20:36:31.805691+00:00
