ticket_id,customer_id,subject,description,category,priority,channel,status,created_at,combined_text,clean_text
96,5479,Unable to complete payment,"I tried to pay for my order, but the payment failed even though my card details are correct. This is affecting my work.",Payment Issues,Medium,web_portal,in_progress,2026-03-22T00:38:31.797967+00:00,"Unable to complete payment I tried to pay for my order, but the payment failed even though my card details are correct. This is affecting my work.",unable complete payment tri pay order payment fail card detail correct affect work
97,9327,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,Refund Requests,Medium,chat,open,2026-04-16T21:33:31.797967+00:00,Refund needed for cancelled order I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,refund need cancel order cancel subscription trial period charge issue block team
98,5891,Remove old phone number,I need to invite a new teammate and assign account access permissions. This issue is blocking my team.,Account Management,Low,web_portal,open,2026-06-04T08:21:31.797967+00:00,Remove old phone number I need to invite a new teammate and assign account access permissions. This issue is blocking my team.,remove old phone number need invite new teammate assign account access permission issue block team
99,8460,Refund status not updated,I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,Refund Requests,Medium,phone,open,2026-01-16T05:08:31.797967+00:00,Refund status not updated I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,refund statu updat cancel subscription trial period charge resolve soon possible
100,6213,Upgrade monthly plan,The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,Subscription Issues,Low,web_portal,resolved,2026-02-19T16:31:31.797967+00:00,Upgrade monthly plan The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,upgrade monthly plan free trial expire earlier expect access premium feature contact
101,6439,Cancel purchase and refund,Please refund the duplicate payment made from my card yesterday. I have already contacted support once.,Refund Requests,High,email,in_progress,2026-05-03T00:52:31.797967+00:00,Cancel purchase and refund Please refund the duplicate payment made from my card yesterday. I have already contacted support once.,cancel purchase refund refund duplicate payment card yesterday contact
102,3529,Bank transaction succeeded but order failed,"The transaction was deducted from my bank account, but the payment status still says pending.",Payment Issues,Medium,email,in_progress,2026-02-19T19:40:31.797967+00:00,"Bank transaction succeeded but order failed The transaction was deducted from my bank account, but the payment status still says pending.",bank transaction succeed order fail transaction deduct bank account payment statu says pend
103,9742,Add another team member,The billing contact has changed and I need the account details updated. I have already contacted support once.,Account Management,Medium,web_portal,in_progress,2026-03-11T18:59:31.797967+00:00,Add another team member The billing contact has changed and I need the account details updated. I have already contacted support once.,add team member bill contact change need account detail updat contact
104,5708,Plan changed without confirmation,The free trial expired earlier than expected and I cannot access premium features.,Subscription Issues,Medium,chat,resolved,2026-04-04T20:28:31.797967+00:00,Plan changed without confirmation The free trial expired earlier than expected and I cannot access premium features.,plan change confirmation free trial expire earlier expect access premium feature
105,1474,Unable to complete payment,"I tried to pay for my order, but the payment failed even though my card details are correct.",Payment Issues,Medium,email,in_progress,2025-12-09T07:47:31.797967+00:00,"Unable to complete payment I tried to pay for my order, but the payment failed even though my card details are correct.",unable complete payment tri pay order payment fail card detail correct
